ingredient_name,fat_g,carbs_g,protein_g,calories,sodium_mg,category
"Babyfood, dinner, vegetables and turkey, junior",1.74,7.55,1.72,53.0,45.0,other
"Babyfood, dinner, vegetables and turkey, strained",0.9,7.62,2.32,48.0,20.0,other
"Babyfood, dinner, vegetables chicken, strained",1.73,8.42,2.47,59.0,24.0,other
"Babyfood, dinner, vegetables, noodles and chicken, junior",2.2,9.1,1.7,64.0,26.0,other
"Babyfood, dinner, vegetables, noodles and chicken, strained",2.5,7.9,2.0,63.0,20.0,other
"Babyfood, finger snacks, GERBER, GRADUATES, PUFFS, apple and cinnamon",2.3,85.8,6.19,344.0,13.0,other
"Babyfood, fortified cereal bar, fruit filling",5.3,68.6,5.43,344.0,157.0,other
"Babyfood, fruit and vegetable, apple and sweet potato",0.22,15.3,0.3,64.0,3.0,other
"Babyfood, fruit dessert, mango with tapioca",0.2,19.0,0.3,70.0,4.0,other
"Babyfood, fruit supreme dessert",0.2,17.2,0.5,73.0,1.0,other
"Babyfood, fruit, apple and blueberry, junior",0.2,16.6,0.2,62.0,1.0,other
"Babyfood, fruit, apple and blueberry, strained",0.2,16.3,0.2,61.0,1.0,other
"Babyfood, fruit, apple and raspberry, junior",0.2,15.4,0.2,58.0,0.0,other
"Babyfood, fruit, apple and raspberry, strained",0.2,15.6,0.2,58.0,0.0,other
"Babyfood, fruit, applesauce and apricots, junior",0.2,12.4,0.2,47.0,0.0,other
"Babyfood, fruit, applesauce and apricots, strained",0.2,11.6,0.2,44.0,0.0,other
"Babyfood, fruit, applesauce and cherries, junior",0.0,14.1,0.0,51.0,1.0,other
"Babyfood, fruit, applesauce and cherries, strained",0.0,14.1,0.0,51.0,1.0,other
"Babyfood, fruit, applesauce and pineapple, junior",0.1,10.5,0.1,39.0,2.0,other
"Babyfood, fruit, applesauce and pineapple, strained",0.1,10.1,0.1,37.0,2.0,other
"Babyfood, fruit, applesauce with banana, junior",0.1,16.2,0.37,66.0,3.0,other
"Babyfood, fruit, applesauce, junior",0.0,10.3,0.0,37.0,1.0,other
"Babyfood, fruit, applesauce, strained",0.2,10.8,0.2,41.0,0.0,other
"Babyfood, fruit, apricot with tapioca, junior",0.0,17.3,0.3,63.0,0.0,other
"Babyfood, fruit, apricot with tapioca, strained",0.0,16.3,0.3,60.0,0.0,other
"Babyfood, fruit, banana and strawberry, junior",0.37,25.8,0.71,109.0,1.0,other
"Babyfood, fruit, bananas and pineapple with tapioca, junior",0.1,18.4,0.2,68.0,0.0,other
"Babyfood, fruit, bananas and pineapple with tapioca, strained",0.0,17.8,0.2,65.0,0.0,other
"Babyfood, fruit, bananas with apples and pears, strained",0.22,19.3,0.9,83.0,2.0,other
"Babyfood, fruit, bananas with tapioca, junior",0.2,17.8,0.4,67.0,0.0,other
"Babyfood, fruit, bananas with tapioca, strained",0.1,15.3,0.4,56.0,0.0,other
"Babyfood, fruit, guava and papaya with tapioca, strained",0.1,17.0,0.2,63.0,4.0,other
"Babyfood, fruit, papaya and applesauce with tapioca, strained",0.1,18.9,0.2,70.0,5.0,other
"Babyfood, fruit, peaches, junior",0.33,14.5,0.94,65.0,4.0,other
"Babyfood, fruit, peaches, strained",0.33,14.5,0.94,65.0,4.0,other
"Babyfood, fruit, pears and pineapple, junior",0.2,11.4,0.3,44.0,0.0,other
"Babyfood, fruit, pears and pineapple, strained",0.1,10.9,0.3,41.0,0.0,other
"Babyfood, fruit, pears, junior",0.1,11.6,0.3,44.0,1.0,other
"Babyfood, fruit, pears, strained",0.2,10.8,0.3,42.0,1.0,other
"Babyfood, fruit, plums with tapioca, without ascorbic acid, junior",0.0,20.5,0.1,74.0,0.0,other
"Babyfood, fruit, plums with tapioca, without ascorbic acid, strained",0.0,19.7,0.1,71.0,0.0,other
"Babyfood, fruit, prunes with tapioca, without ascorbic acid, junior",0.1,18.7,0.6,70.0,2.0,other
"Babyfood, fruit, prunes with tapioca, without ascorbic acid, strained",0.1,18.5,0.6,69.0,5.0,other
"Babyfood, fruit, tutti frutti, junior",0.4,16.0,0.4,69.0,17.0,other
"Babyfood, fruit, tutti frutti, strained",0.3,15.5,0.4,66.0,25.0,other
"Babyfood, GERBER, 2nd Foods, apple, carrot and squash, organic",0.0,14.8,1.1,64.0,20.0,other
"Babyfood, GERBER, 3rd Foods, apple, mango and kiwi",0.0,12.9,0.47,48.0,2.0,other
"Babyfood, GERBER, Banana with orange medley",0.0,20.4,1.06,69.0,10.0,other
"Babyfood, GERBER, GRADUATES Lil Biscuits Vanilla Wheat",9.27,72.5,7.97,407.0,259.0,other
"Babyfood, grape juice, no sugar, canned",0.0,15.4,0.0,62.0,10.0,other
"Babyfood, green beans and turkey, strained",1.5,5.35,4.1,51.0,11.0,other
"Babyfood, green beans, dices, toddler",0.2,5.7,1.2,29.0,37.0,other
"Babyfood, juice treats, fruit medley, toddler",0.02,86.7,0.0,347.0,89.0,other
"Babyfood, juice, apple",0.1,11.7,0.0,47.0,8.0,other
"Babyfood, juice, apple - cherry",0.1,11.2,0.2,47.0,4.0,other
"Babyfood, juice, apple and grape",0.2,11.3,0.1,46.0,0.0,other
"Babyfood, juice, apple and peach",0.1,10.5,0.2,43.0,0.0,other
"Babyfood, juice, apple and prune",0.1,18.1,0.2,72.0,8.0,other
"Babyfood, juice, apple, with calcium",0.1,11.1,0.06,46.0,3.0,other
"Babyfood, juice, apple-sweet potato",0.1,11.4,0.3,47.0,5.0,other
"Babyfood, juice, fruit punch, with calcium",0.1,12.7,0.2,52.0,4.0,other
"Babyfood, juice, mixed fruit",0.1,11.7,0.1,47.0,8.0,other
"Babyfood, juice, orange",0.3,10.2,0.6,45.0,0.0,other
"Babyfood, juice, orange and apple",0.2,10.1,0.4,43.0,3.0,other
"Babyfood, juice, orange and apple and banana",0.1,11.5,0.4,47.0,0.0,other
"Babyfood, juice, orange and apricot",0.1,10.9,0.8,46.0,6.0,other
"Babyfood, juice, orange and banana",0.1,11.9,0.7,50.0,3.0,other
"Babyfood, juice, orange and pineapple",0.1,11.7,0.5,48.0,2.0,other
"Babyfood, juice, orange-carrot",0.1,9.9,0.5,43.0,10.0,other
"Babyfood, juice, pear",0.0,11.9,0.0,43.0,8.0,other
"Babyfood, juice, prune and orange",0.3,16.8,0.6,70.0,2.0,other
"Babyfood, macaroni and cheese, toddler",2.6,11.2,3.5,82.0,264.0,other
"Babyfood, mashed cheddar potatoes and broccoli, toddlers",1.47,7.47,1.11,48.0,176.0,other
"Babyfood, meat, beef with vegetables, toddler",2.1,8.72,3.5,69.0,26.0,other
"Babyfood, meat, beef, junior",2.52,2.43,12.0,81.0,41.0,other
"Babyfood, meat, beef, strained",2.52,2.43,12.0,81.0,41.0,other
"Babyfood, meat, chicken sticks, junior",14.4,1.5,14.6,188.0,267.0,other
"Babyfood, meat, chicken, junior",9.6,0.0,14.0,146.0,49.0,other
"Babyfood, meat, chicken, strained",7.9,0.1,13.7,130.0,49.0,other
"Babyfood, meat, ham, junior",3.8,3.7,11.3,97.0,44.0,other
"Babyfood, meat, ham, strained",3.8,3.7,11.3,97.0,44.0,other
"Babyfood, meat, lamb, junior",5.2,0.0,15.2,112.0,42.0,other
"Babyfood, meat, lamb, strained",3.41,0.85,14.1,94.0,43.0,other
"Babyfood, meat, meat sticks, junior",14.6,1.1,13.4,184.0,267.0,other
"Babyfood, meat, pork, strained",7.1,0.0,14.0,124.0,42.0,other
"Babyfood, meat, turkey sticks, junior",14.2,1.4,13.7,188.0,295.0,other
"Babyfood, meat, turkey, junior",6.2,1.4,11.5,111.0,49.0,other
"Babyfood, meat, turkey, strained",6.2,1.4,11.5,111.0,49.0,other
"Babyfood, meat, veal, strained",2.45,1.51,13.1,81.0,39.0,other
"Babyfood, mixed fruit juice with low fat yogurt",0.8,14.7,2.4,74.0,36.0,other
"Babyfood, mixed fruit yogurt, strained",0.8,16.2,0.8,75.0,16.0,other
"Babyfood, Multigrain whole grain cereal, dry fortified",6.67,80.1,6.67,407.0,33.0,other
"Babyfood, oatmeal cereal with fruit, dry, instant, toddler fortified",7.05,74.1,10.5,402.0,0.0,other
"Babyfood, peaches, dices, toddler",0.2,11.8,0.5,51.0,9.0,other
"Babyfood, pears, dices, toddler",0.1,13.6,0.3,57.0,6.0,other
"Babyfood, peas and brown rice",0.5,11.5,3.4,64.0,6.0,other
"Babyfood, peas, dices, toddler",0.8,10.3,3.9,64.0,48.0,other
"Babyfood, plums, bananas and rice, strained",0.3,12.7,1.1,57.0,0.0,other
"Babyfood, potatoes, toddler",0.1,11.7,1.0,52.0,57.0,other
"Babyfood, pretzels",2.0,82.2,10.8,397.0,269.0,other
"Babyfood, prunes, without vitamin c, strained",0.2,23.5,1.0,100.0,1.0,other
"Babyfood, ravioli, cheese filled, with tomato sauce",2.2,16.3,3.6,99.0,282.0,other
"Babyfood, rice and apples, dry",2.4,86.9,6.7,396.0,16.0,other
"Babyfood, rice cereal, dry, EARTHS BEST ORGANIC WHOLE GRAIN, fortified only with iron",4.9,78.1,7.5,386.0,7.0,other
"Babyfood, snack, GERBER GRADUATE FRUIT  STRIPS, Real Fruit Bars",2.24,76.6,0.82,330.0,14.0,other
"Babyfood, Snack, GERBER, GRADUATES, LIL CRUNCHIES, baked whole grain corn snack",28.6,61.6,0.0,503.0,500.0,other
"Babyfood, snack, GERBER, GRADUATES, YOGURT MELTS",4.0,71.8,14.3,380.0,286.0,other
"Babyfood, tropical fruit medley",0.14,12.2,0.31,46.0,0.0,other
"Babyfood, vegetable and brown rice, strained",1.5,12.1,1.9,69.0,14.0,other
"Babyfood, vegetable, butternut squash and corn",0.6,9.26,2.0,50.0,5.0,other
"Babyfood, vegetable, green beans and potatoes",1.9,9.0,2.2,62.0,18.0,other
"Babyfood, vegetables, beets, strained",0.1,7.7,1.3,34.0,83.0,other
"Babyfood, vegetables, carrots, junior",0.2,7.2,0.8,32.0,49.0,other
"Babyfood, vegetables, carrots, strained",0.1,6.0,0.8,26.0,69.0,other
"Babyfood, vegetables, corn, creamed, junior",0.4,16.2,1.4,65.0,52.0,other
"Babyfood, vegetables, corn, creamed, strained",0.4,14.1,1.4,57.0,43.0,other
"Babyfood, vegetables, garden vegetable, strained",0.2,6.8,2.3,32.0,31.0,other
"Babyfood, vegetables, green beans, junior",0.1,5.8,1.2,24.0,5.0,other
"Babyfood, vegetables, green beans, strained",0.17,6.29,1.2,27.0,7.0,other
"Babyfood, vegetables, mix vegetables junior",0.4,8.2,1.4,36.0,36.0,other
"Babyfood, vegetables, mix vegetables strained",0.5,8.25,1.0,36.0,0.0,other
"Babyfood, vegetables, peas, strained",0.43,8.36,3.27,50.0,5.0,other
"Babyfood, vegetables, spinach, creamed, strained",1.3,5.7,2.5,37.0,49.0,other
"Babyfood, vegetables, squash, junior",0.2,5.73,0.81,24.0,5.0,other
"Babyfood, vegetables, squash, strained",0.2,5.73,0.81,28.0,5.0,other
"Babyfood, vegetables, sweet potatoes strained",0.1,13.2,1.1,57.0,22.0,other
"Babyfood, vegetables, sweet potatoes, junior",0.1,14.0,1.1,60.0,18.0,other
"Babyfood, water, bottled, GERBER, without added fluoride",0.0,0.0,0.0,0.0,0.0,other
"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",3.53,13.2,3.4,98.0,41.0,other
"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added iron fortified",3.08,13.0,3.05,92.0,38.0,other
Bacon and beef sticks,44.2,0.8,29.1,517.0,1420.0,other
"Bacon bits, meatless",25.9,28.6,32.0,476.0,1770.0,other
"Bacon, meatless",29.5,5.31,11.7,309.0,1460.0,other
"Bacon, pre-sliced, reduced/low sodium, unprepared",39.3,0.83,12.5,407.0,470.0,other
"Bacon, turkey, low sodium",20.0,4.8,13.3,253.0,900.0,other
"Bacon, turkey, microwaved",25.9,4.24,29.5,368.0,2020.0,other
"Bacon, turkey, unprepared",16.9,1.89,15.9,226.0,1070.0,other
"Bagels, cinnamon-raisin",1.7,55.2,9.8,274.0,407.0,other
"Bagels, cinnamon-raisin, toasted",1.8,59.3,10.6,294.0,370.0,other
"Bagels, egg",2.1,53.0,10.6,278.0,505.0,other
"Bagels, multigrain",1.24,47.5,9.9,241.0,359.0,other
"Bagels, oat bran",1.2,53.3,10.7,255.0,590.0,other
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",1.32,52.4,10.6,264.0,422.0,other
"Bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted",1.43,57.4,11.1,287.0,457.0,other
"Bagels, plain, enriched, without calcium propionate (includes onion, poppy, sesame)",1.6,53.4,10.5,275.0,534.0,other
"Bagels, plain, unenriched, with calcium propionate (includes onion, poppy, sesame)",1.6,53.4,10.5,275.0,534.0,other
"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",1.6,53.4,10.5,275.0,534.0,other
"Bagels, wheat",1.53,48.9,10.2,250.0,439.0,other
"Bagels, whole grain white",0.0,54.5,9.3,255.0,372.0,other
"Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking Bits",23.4,68.4,4.78,502.0,68.0,other
"Baking chocolate, MARS SNACKFOOD US, M&M's Semisweet Chocolate Mini Baking Bits",26.2,66.0,4.44,517.0,2.0,other
"Baking chocolate, mexican, squares",15.6,77.4,3.64,426.0,3.0,other
"Baking chocolate, unsweetened, liquid",47.7,36.2,12.1,472.0,12.0,other
"Baking chocolate, unsweetened, squares",52.3,28.4,14.3,642.0,24.0,other
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, with salt",0.2,6.16,3.6,32.0,249.0,other
"Balsam-pear (bitter gourd), leafy tips, cooked, boiled, drained, without salt",0.2,6.68,3.6,34.0,13.0,other
"Balsam-pear (bitter gourd), leafy tips, raw",0.69,3.29,5.3,30.0,11.0,other
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, with salt",0.18,4.32,0.84,19.0,242.0,other
"Balsam-pear (bitter gourd), pods, cooked, boiled, drained, without salt",0.18,4.32,0.84,19.0,6.0,other
"Balsam-pear (bitter gourd), pods, raw",0.17,3.7,1.0,17.0,5.0,other
"Bamboo shoots, canned, drained solids",0.4,3.22,1.72,19.0,7.0,other
"Bamboo shoots, cooked, boiled, drained, with salt",0.22,1.52,1.53,11.0,240.0,other
"Bamboo shoots, cooked, boiled, drained, without salt",0.22,1.92,1.53,12.0,4.0,other
"Bamboo shoots, raw",0.3,5.2,2.6,27.0,4.0,other
"Bananas, dehydrated, or banana powder",1.81,88.3,3.89,346.0,3.0,other
"Bananas, overripe, raw",0.22,20.1,0.73,85.0,0.0,other
"Bananas, raw",0.33,22.8,1.09,89.0,1.0,other
"Bananas, ripe and slightly ripe, raw",0.29,23.0,0.74,97.0,0.0,other
"BANQUET, Salisbury Steak With Gravy, family size, frozen, unprepared",11.1,6.96,6.89,155.0,517.0,other
Baobab powder,0.47,79.6,3.69,250.0,10.0,other
"Barbecue loaf, pork, beef",8.9,6.4,15.8,173.0,1330.0,other
Barley flour or meal,1.6,74.5,10.5,345.0,4.0,other
Barley malt flour,1.84,78.3,10.3,361.0,11.0,other
"Barley, hulled",2.3,73.5,12.5,354.0,12.0,other
"Barley, pearled, cooked",0.44,28.2,2.26,123.0,3.0,other
"Barley, pearled, raw",1.16,77.7,9.91,352.0,9.0,other
"Basil, fresh",0.64,2.65,3.15,23.0,4.0,other
"Beans, adzuki, mature seed, cooked, boiled, with salt",0.1,24.8,7.52,128.0,244.0,other
"Beans, adzuki, mature seeds, canned, sweetened",0.03,55.0,3.8,237.0,218.0,other
"Beans, adzuki, mature seeds, cooked, boiled, without salt",0.1,24.8,7.52,128.0,8.0,other
"Beans, adzuki, mature seeds, raw",0.53,62.9,19.9,329.0,5.0,other
"Beans, baked, canned, no salt added",0.4,20.5,4.8,105.0,1.0,other
"Beans, baked, canned, plain or vegetarian",0.37,21.1,4.75,94.0,343.0,other
"Beans, baked, canned, with beef",3.45,16.9,6.38,121.0,475.0,other
"Beans, baked, canned, with franks",6.57,15.4,6.75,142.0,430.0,other
"Beans, baked, canned, with pork",1.55,20.0,5.19,106.0,414.0,other
"Beans, baked, canned, with pork and sweet sauce",0.89,21.6,4.52,105.0,391.0,other
"Beans, baked, canned, with pork and tomato sauce",0.93,18.7,5.15,94.0,437.0,other
"Beans, baked, home prepared",5.15,21.6,5.54,155.0,422.0,other
"Beans, black turtle, mature seeds, canned",0.29,16.6,6.03,91.0,384.0,other
"Beans, black turtle, mature seeds, cooked, boiled, with salt",0.35,24.4,8.18,130.0,239.0,other
"Beans, black turtle, mature seeds, cooked, boiled, without salt",0.35,24.4,8.18,130.0,3.0,other
"Beans, black turtle, mature seeds, raw",0.9,63.2,21.2,339.0,9.0,other
"Beans, black, canned, sodium added, drained and rinsed",1.27,19.8,6.91,0.0,218.0,other
"Beans, black, mature seeds, canned, low sodium",0.29,16.6,6.03,91.0,138.0,other
"Beans, black, mature seeds, cooked, boiled, with salt",0.54,23.7,8.86,132.0,237.0,other
"Beans, black, mature seeds, cooked, boiled, without salt",0.54,23.7,8.86,132.0,1.0,other
"Beans, black, mature seeds, raw",1.42,62.4,21.6,341.0,5.0,other
"Beans, cannellini, canned, sodium added, drained and rinsed",1.17,18.8,7.41,0.0,164.0,other
"Beans, cannellini, dry",2.2,59.8,21.6,0.0,0.0,other
"Beans, chili, barbecue, ranch style, cooked",1.0,16.9,5.0,97.0,725.0,other
"Beans, cranberry (roman), mature seeds, canned",0.28,15.1,5.54,83.0,332.0,other
"Beans, cranberry (roman), mature seeds, cooked, boiled, with salt",0.46,24.5,9.34,136.0,237.0,other
"Beans, cranberry (roman), mature seeds, cooked, boiled, without salt",0.46,24.5,9.34,136.0,1.0,other
"Beans, cranberry (roman), mature seeds, raw",1.23,60.0,23.0,335.0,6.0,other
"Beans, Dry, Black (0% moisture)",1.45,0.0,24.4,0.0,0.0,other
"Beans, Dry, Brown (0% moisture)",1.12,0.0,25.6,0.0,0.0,other
"Beans, Dry, Carioca (0% moisture)",1.44,0.0,25.2,0.0,0.0,other
"Beans, Dry, Cranberry (0% moisture)",1.23,0.0,24.4,0.0,0.0,other
"Beans, Dry, Dark Red Kidney (0% moisture)",1.31,0.0,25.9,0.0,0.0,other
"Beans, Dry, Flor de Mayo (0% moisture)",0.86,0.0,23.3,0.0,0.0,other
"Beans, Dry, Great Northern (0% moisture)",1.24,0.0,24.7,0.0,0.0,other
"Beans, Dry, Light Red Kidney (0% moisture)",1.03,0.0,25.0,0.0,0.0,other
"Beans, Dry, Light Tan (0% moisture)",1.28,0.0,24.6,0.0,0.0,other
"Beans, Dry, Medium Red (0% moisture)",1.04,0.0,25.5,0.0,0.0,other
"Beans, Dry, Navy (0% moisture)",1.51,0.0,24.1,0.0,0.0,other
"Beans, Dry, Pink (0% moisture)",1.2,0.0,23.4,0.0,0.0,other
"Beans, Dry, Pinto (0% moisture)",1.24,0.0,23.7,0.0,0.0,other
"Beans, Dry, Red (0% moisture)",1.16,0.0,21.3,0.0,0.0,other
"Beans, Dry, Small Red (0% moisture)",1.28,0.0,23.5,0.0,0.0,other
"Beans, Dry, Small White (0% moisture)",1.32,0.0,24.5,0.0,0.0,other
"Beans, Dry, Tan (0% moisture)",1.14,0.0,26.8,0.0,0.0,other
"Beans, fava, in pod, raw",0.73,17.6,7.92,88.0,25.0,other
"Beans, french, mature seeds, cooked, boiled, with salt",0.76,24.0,7.05,129.0,242.0,other
"Beans, french, mature seeds, cooked, boiled, without salt",0.76,24.0,7.05,129.0,6.0,other
"Beans, french, mature seeds, raw",2.02,64.1,18.8,343.0,18.0,other
"Beans, great northern, canned, sodium added, drained and rinsed",1.27,19.3,7.03,0.0,223.0,other
"Beans, great northern, mature seeds, canned",0.39,21.0,7.37,114.0,370.0,other
"Beans, great northern, mature seeds, canned, low sodium",0.39,21.0,7.37,114.0,177.0,other
"Beans, great northern, mature seeds, cooked, boiled, with salt",0.45,21.1,8.33,118.0,238.0,other
"Beans, great northern, mature seeds, cooked, boiled, without salt",0.45,21.1,8.33,118.0,2.0,other
"Beans, great northern, mature seeds, raw (Includes foods for USDA's Food Distribution Program)",1.14,62.4,21.9,339.0,14.0,other
"Beans, kidney, all types, mature seeds, canned",0.6,14.5,5.22,84.0,296.0,other
"Beans, kidney, all types, mature seeds, cooked, boiled, with salt",0.5,22.8,8.67,127.0,238.0,other
"Beans, kidney, all types, mature seeds, cooked, boiled, without salt",0.5,22.8,8.67,127.0,1.0,other
"Beans, kidney, all types, mature seeds, raw",0.83,60.0,23.6,333.0,24.0,other
"Beans, kidney, california red, mature seeds, cooked, boiled, with salt",0.09,22.4,9.13,124.0,240.0,other
"Beans, kidney, california red, mature seeds, cooked, boiled, without salt",0.09,22.4,9.13,124.0,4.0,other
"Beans, kidney, california red, mature seeds, raw",0.25,59.8,24.4,330.0,11.0,other
"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",1.26,21.0,7.8,0.0,172.0,other
"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",1.3,21.4,7.31,0.0,158.0,other
"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, with salt",0.58,4.72,4.83,33.0,243.0,other
"Beans, kidney, mature seeds, sprouted, cooked, boiled, drained, without salt",0.58,4.72,4.83,33.0,7.0,other
"Beans, kidney, mature seeds, sprouted, raw",0.5,4.1,4.2,29.0,6.0,other
"Beans, kidney, red, mature seeds, canned, drained solids",1.05,21.5,7.98,124.0,231.0,other
"Beans, kidney, red, mature seeds, canned, drained solids, rinsed in tap water",0.93,20.8,8.12,121.0,208.0,other
"Beans, kidney, red, mature seeds, canned, solids and liquid, low sodium",0.36,14.8,5.22,81.0,117.0,other
"Beans, kidney, red, mature seeds, canned, solids and liquids",0.36,14.8,5.22,81.0,256.0,other
"Beans, kidney, red, mature seeds, cooked, boiled, with salt",0.5,22.8,8.67,127.0,238.0,other
"Beans, kidney, red, mature seeds, cooked, boiled, without salt",0.5,22.8,8.67,127.0,2.0,other
"Beans, kidney, red, mature seeds, raw",1.06,61.3,22.5,337.0,12.0,other
"Beans, kidney, royal red, mature seeds, cooked, boiled with salt",0.17,21.8,9.49,123.0,241.0,other
"Beans, kidney, royal red, mature seeds, cooked, boiled, without salt",0.17,21.8,9.49,123.0,5.0,other
"Beans, kidney, royal red, mature seeds, raw",0.45,58.3,25.3,329.0,13.0,other
"Beans, liquid from stewed kidney beans",3.2,2.8,1.8,47.0,2.0,other
"Beans, mung, mature seeds, sprouted, canned, drained solids",0.06,2.14,1.4,12.0,42.0,other
"Beans, navy, canned, sodium added, drained and rinsed",1.4,20.0,6.57,0.0,190.0,other
"Beans, navy, mature seeds, canned",0.43,20.4,7.53,113.0,336.0,other
"Beans, navy, mature seeds, cooked, boiled, with salt",0.62,26.0,8.23,140.0,237.0,other
"Beans, navy, mature seeds, cooked, boiled, without salt",0.62,26.0,8.23,140.0,0.0,other
"Beans, navy, mature seeds, raw",1.5,60.8,22.3,337.0,5.0,other
"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, with salt",0.81,15.0,7.07,78.0,250.0,other
"Beans, navy, mature seeds, sprouted, cooked, boiled, drained, without salt",0.81,15.0,7.07,78.0,14.0,other
"Beans, navy, mature seeds, sprouted, raw",0.7,13.0,6.15,67.0,13.0,other
"Beans, pink, mature seeds, cooked, boiled, with salt",0.49,27.9,9.06,149.0,238.0,other
