ingredient_name,fat_g,carbs_g,protein_g,calories,sodium_mg,category
"Lamb, Australian, imported, fresh, loin, separable lean and fat, trimmed to 1/8"" fat, raw",13.4,0.0,19.3,203.0,70.0,other
"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, cooked, broiled",8.75,0.0,26.5,192.0,80.0,other
"Lamb, Australian, imported, fresh, loin, separable lean only, trimmed to 1/8"" fat, raw",6.24,0.0,21.0,146.0,75.0,other
"Lamb, Australian, imported, fresh, rack, roast, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",20.8,0.0,26.0,291.0,65.0,other
"Lamb, Australian, imported, fresh, rack, roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, roasted",14.6,0.0,28.0,244.0,67.0,other
"Lamb, Australian, imported, fresh, rack, roast, frenched, denuded, bone-in, separable lean and fat, trimmed to 0"" fat, cooked, roasted",9.91,0.0,26.0,193.0,71.0,other
"Lamb, Australian, imported, fresh, rack, roast, frenched, denuded, bone-in, separable lean only, trimmed to 0"" fat, cooked, roasted",7.63,0.0,26.5,175.0,72.0,other
"Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, cooked, grilled",21.2,0.0,28.5,305.0,79.0,other
"Lamb, Australian, imported, fresh, rib chop, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, cooked, grilled",11.7,0.0,32.2,234.0,85.0,other
"Lamb, Australian, imported, fresh, rib chop, frenched, denuded, bone-in, separable lean and fat, trimmed to 0"" fat, cooked, grilled",17.0,0.0,30.9,276.0,82.0,other
"Lamb, Australian, imported, fresh, rib chop, frenched, denuded, bone-in, separable lean only, trimmed to 0"" fat, cooked, grilled",11.5,0.0,33.2,236.0,85.0,other
"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean and fat, trimmed to 1/8"" fat, raw",16.9,0.0,21.3,237.0,69.0,other
"Lamb, Australian, imported, fresh, rib chop/rack roast, frenched, bone-in, separable lean only, trimmed to 1/8"" fat, raw",5.59,0.0,24.1,147.0,71.0,other
"Lamb, Australian, imported, fresh, seam fat, cooked",54.7,1.55,13.8,554.0,53.0,other
"Lamb, Australian, imported, fresh, seam fat, raw",44.0,0.0,15.6,459.0,55.0,other
"Lamb, Australian, imported, fresh, separable fat, cooked",66.4,0.0,9.42,639.0,51.0,other
"Lamb, Australian, imported, fresh, separable fat, raw",68.9,0.0,6.27,648.0,33.0,other
"Lamb, Australian, imported, fresh, shoulder ,blade, separable lean only, trimmed to 1/8"" fat, cooked, broiled",14.4,0.0,23.8,231.0,94.0,other
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",20.4,0.0,29.7,311.0,73.0,other
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, raw",18.9,0.0,17.1,243.0,72.0,other
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only,   trimmed to 1/8"" fat, cooked, braised",10.2,0.0,34.2,238.0,78.0,other
"Lamb, Australian, imported, fresh, shoulder, arm, separable lean only, trimmed to 1/8"" fat, raw",5.81,0.0,19.9,137.0,83.0,other
"Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",22.0,0.0,21.7,291.0,88.0,other
"Lamb, Australian, imported, fresh, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, raw",21.3,0.0,16.5,262.0,78.0,other
"Lamb, Australian, imported, fresh, shoulder, blade, separable lean only, trimmed to 1/8"" fat, raw",9.09,0.0,19.1,164.0,90.0,other
"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked",21.6,0.0,23.6,296.0,85.0,other
"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, raw",20.5,0.0,16.7,256.0,76.0,other
"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only,   trimmed to 1/8"" fat, raw",8.01,0.0,19.4,155.0,88.0,other
"Lamb, Australian, imported, fresh, shoulder, whole (arm and blade), separable lean only, trimmed to 1/8"" fat, cooked",13.4,0.0,26.2,233.0,91.0,other
"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",7.02,0.0,30.9,187.0,61.0,other
"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean and fat, trimmed to 1/8"" fat, raw",5.52,0.0,23.2,143.0,73.0,other
"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, cooked, roasted",6.71,0.0,31.0,184.0,61.0,other
"Lamb, Australian, imported, fresh, tenderloin, boneless, separable lean only, trimmed to 1/8"" fat, raw",4.73,0.0,23.4,136.0,73.0,other
"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, cooked",59.2,0.0,12.2,586.0,58.0,other
"Lamb, composite of trimmed retail cuts, separable fat, trimmed to 1/4"" fat, choice, raw",70.6,0.0,6.65,665.0,31.0,other
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, cooked",20.9,0.0,24.5,294.0,72.0,other
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/4"" fat, choice, raw",21.6,0.0,16.9,267.0,58.0,other
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, cooked",18.0,0.0,25.5,271.0,72.0,other
"Lamb, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, choice, raw",18.7,0.0,17.5,243.0,59.0,other
"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, cooked",9.52,0.0,28.2,206.0,76.0,other
"Lamb, composite of trimmed retail cuts, separable lean only, trimmed to 1/4"" fat, choice, raw",5.25,0.0,20.3,134.0,66.0,other
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, braised",8.8,0.0,33.7,223.0,70.0,other
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, cooked, broiled",7.33,0.0,28.1,186.0,76.0,other
"Lamb, cubed for stew or kabob (leg and shoulder), separable lean only, trimmed to 1/4"" fat, raw",5.28,0.0,20.2,134.0,65.0,other
"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",13.5,0.0,28.4,243.0,72.0,other
"Lamb, foreshank, separable lean and fat, trimmed to 1/4"" fat, choice, raw",13.4,0.0,18.9,201.0,72.0,other
"Lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, choice, raw",13.4,0.0,18.9,201.0,72.0,other
"Lamb, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",13.5,0.0,28.4,243.0,72.0,other
"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",6.02,0.0,31.0,187.0,74.0,other
"Lamb, foreshank, separable lean only, trimmed to 1/4"" fat, choice, raw",3.29,0.0,21.1,120.0,79.0,other
"Lamb, ground, cooked, broiled",19.6,0.0,24.8,283.0,81.0,other
"Lamb, ground, raw",23.4,0.0,16.6,282.0,59.0,other
"Lamb, ground, raw",18.6,-0.251,17.5,0.0,53.4,other
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",12.4,0.0,26.4,225.0,65.0,other
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",13.5,0.0,18.6,201.0,57.0,other
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",11.4,0.0,26.7,217.0,65.0,other
"Lamb, leg, shank half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",11.5,0.0,19.0,185.0,58.0,other
"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",6.67,0.0,28.2,180.0,66.0,other
"Lamb, leg, shank half, separable lean only, trimmed to 1/4"" fat, choice, raw",4.19,0.0,20.5,125.0,61.0,other
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",20.7,0.0,24.6,292.0,68.0,other
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/4"" fat, choice, raw",22.1,0.0,16.9,272.0,56.0,other
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",19.7,0.0,25.0,284.0,68.0,other
"Lamb, leg, sirloin half, separable lean and fat, trimmed to 1/8"" fat, choice, raw",20.8,0.0,17.2,261.0,56.0,other
"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",9.17,0.0,28.4,204.0,71.0,other
"Lamb, leg, sirloin half, separable lean only, trimmed to 1/4"" fat, choice, raw",5.08,0.0,20.6,134.0,64.0,other
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",16.5,0.0,25.6,258.0,66.0,other
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/4"" fat, choice, raw",17.1,0.0,17.9,230.0,56.0,other
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",14.4,0.0,26.2,242.0,67.0,other
"Lamb, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, choice, raw",14.4,0.0,18.5,209.0,57.0,other
"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",7.74,0.0,28.3,191.0,68.0,other
"Lamb, leg, whole (shank and sirloin), separable lean only, trimmed to 1/4"" fat, choice, raw",4.51,0.0,20.6,128.0,62.0,other
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",23.1,0.0,25.2,316.0,77.0,other
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",23.6,0.0,22.6,309.0,64.0,other
"Lamb, loin, separable lean and fat, trimmed to 1/4"" fat, choice, raw",26.6,0.0,16.3,310.0,56.0,other
"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",20.6,0.0,26.1,297.0,78.0,other
"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",21.1,0.0,23.3,290.0,64.0,other
"Lamb, loin, separable lean and fat, trimmed to 1/8"" fat, choice, raw",22.8,0.0,17.2,279.0,59.0,other
"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",9.73,0.0,30.0,216.0,84.0,other
"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",9.76,0.0,26.6,202.0,66.0,other
"Lamb, loin, separable lean only, trimmed to 1/4"" fat, choice, raw",5.94,0.0,20.9,143.0,68.0,other
"Lamb, New Zealand, imported, brains, cooked, soaked and fried",10.9,0.0,14.0,154.0,101.0,other
"Lamb, New Zealand, imported, brains, raw",8.03,0.0,11.3,118.0,117.0,other
"Lamb, New Zealand, imported, breast, separable lean only, cooked, braised",17.5,0.0,28.2,270.0,86.0,other
"Lamb, New Zealand, imported, breast, separable lean only, raw",7.98,1.02,18.3,149.0,107.0,other
"Lamb, New Zealand, imported, chump, boneless, separable lean only, cooked, fast roasted",5.27,0.0,23.7,142.0,61.0,other
"Lamb, New Zealand, imported, chump, boneless, separable lean only, raw",3.83,0.0,21.7,121.0,62.0,other
"Lamb, New Zealand, imported, flap, boneless, separable lean and fat, cooked, braised",32.6,0.14,20.5,376.0,51.0,other
"Lamb, New Zealand, imported, flap, boneless, separable lean and fat, raw",30.1,0.27,16.2,337.0,69.0,other
"Lamb, New Zealand, imported, flap, boneless, separable lean only, cooked, braised",13.6,0.0,27.9,234.0,54.0,other
"Lamb, New Zealand, imported, flap, boneless, separable lean only, raw",10.3,0.0,21.7,180.0,87.0,other
"Lamb, New Zealand, imported, fore-shank, separable lean and fat, cooked, braised",15.0,0.03,30.4,256.0,74.0,other
"Lamb, New Zealand, imported, fore-shank, separable lean and fat, raw",11.4,0.09,20.1,183.0,76.0,other
"Lamb, New Zealand, imported, fore-shank, separable lean only, cooked, braised",8.4,0.0,33.3,209.0,77.0,other
"Lamb, New Zealand, imported, fore-shank, separable lean only, raw",3.77,0.0,22.0,122.0,82.0,other
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, cooked",60.4,0.0,9.72,586.0,35.0,other
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable fat, raw",67.6,0.0,6.92,640.0,22.0,other
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, cooked",22.3,0.0,24.4,305.0,46.0,other
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, raw",22.7,0.0,16.7,277.0,39.0,other
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, cooked",18.0,0.0,25.3,270.0,46.0,other
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean and fat, trimmed to 1/8"" fat, raw",17.2,0.0,18.0,232.0,41.0,other
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, cooked",8.86,0.0,29.6,206.0,50.0,other
"Lamb, New Zealand, imported, frozen, composite of trimmed retail cuts, separable lean only, raw",4.41,0.0,20.8,128.0,46.0,other
"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, cooked, braised",15.8,0.0,27.0,258.0,47.0,other
"Lamb, New Zealand, imported, frozen, foreshank, separable lean and fat, trimmed to 1/8"" fat, raw",16.2,0.0,18.0,223.0,45.0,other
"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, cooked, roasted",15.6,0.0,24.8,246.0,43.0,other
"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",14.0,0.0,25.3,234.0,44.0,other
"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean and fat, trimmed to 1/8"" fat, raw",13.4,0.0,18.8,201.0,41.0,other
"Lamb, New Zealand, imported, frozen, leg, whole (shank and sirloin), separable lean only, cooked, roasted",7.01,0.0,27.7,181.0,45.0,other
"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, cooked, broiled",23.9,0.0,23.4,315.0,49.0,other
"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",21.3,0.0,24.4,296.0,50.0,other
"Lamb, New Zealand, imported, frozen, loin, separable lean and fat, trimmed to 1/8"" fat, raw",22.1,0.0,17.2,273.0,39.0,other
"Lamb, New Zealand, imported, frozen, loin, separable lean only, cooked, broiled",8.24,0.0,29.3,199.0,55.0,other
"Lamb, New Zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8"" fat, cooked, roasted",25.7,0.0,19.9,317.0,44.0,other
"Lamb, new zealand, imported, frozen, rib, separable lean and fat, trimmed to 1/8"" fat, raw",27.0,0.0,15.9,311.0,42.0,other
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, cooked, braised",26.3,0.0,28.2,357.0,51.0,other
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, cooked, braised",24.0,0.0,29.4,342.0,52.0,other
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean and fat, trimmed to 1/8"" fat, raw",19.7,0.0,17.2,251.0,42.0,other
"Lamb, New Zealand, imported, frozen, shoulder, whole (arm and blade), separable lean only, cooked, braised",15.5,0.0,34.1,285.0,56.0,other
"Lamb, New Zealand, imported, ground lamb, cooked, braised",11.3,0.0,22.6,192.0,34.0,other
"Lamb, New Zealand, imported, ground lamb, raw",12.4,0.0,20.3,193.0,57.0,other
"Lamb, New Zealand, imported, heart, cooked, soaked and simmered",6.21,0.0,26.3,161.0,67.0,other
"Lamb, New Zealand, imported, heart, raw",3.68,0.0,18.1,105.0,94.0,other
"Lamb, New Zealand, imported, hind-shank, separable lean and fat, cooked, braised",14.2,0.04,29.6,247.0,69.0,other
"Lamb, New Zealand, imported, hind-shank, separable lean and fat, raw",12.1,0.73,18.4,186.0,76.0,other
"Lamb, New Zealand, imported, hind-shank, separable lean only, cooked, braised",7.37,0.0,32.5,196.0,72.0,other
"Lamb, New Zealand, imported, hind-shank, separable lean only, raw",3.35,0.73,20.4,115.0,82.0,other
"Lamb, New Zealand, imported, Intermuscular fat, cooked",62.4,0.0,8.53,596.0,52.0,other
"Lamb, New Zealand, imported, Intermuscular fat, raw",68.5,1.26,4.63,640.0,34.0,other
"Lamb, New Zealand, imported, kidney, cooked, soaked and fried",3.56,0.18,19.8,112.0,199.0,other
"Lamb, New Zealand, imported, kidney, raw",2.54,0.03,15.2,84.0,168.0,other
"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, cooked, fast fried",12.8,0.04,24.3,212.0,65.0,other
"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean and fat, raw",14.5,0.13,18.6,206.0,59.0,other
"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, cooked, fast fried",6.35,0.0,26.3,162.0,67.0,other
"Lamb, New Zealand, imported, leg chop/steak, bone-in, separable lean only, raw",4.64,0.0,21.1,126.0,64.0,other
"Lamb, New Zealand, imported, liver, cooked, soaked and fried",6.56,1.48,25.8,168.0,59.0,other
"Lamb, New Zealand, imported, liver, raw",4.92,2.22,20.7,136.0,59.0,other
"Lamb, New Zealand, imported, loin chop, separable lean and fat, cooked, fast fried",27.1,0.41,21.5,332.0,73.0,other
"Lamb, New Zealand, imported, loin chop, separable lean and fat, raw",26.2,0.22,15.4,298.0,63.0,other
"Lamb, New Zealand, imported, loin chop, separable lean only, cooked, fast fried",10.7,0.41,27.4,208.0,84.0,other
"Lamb, New Zealand, imported, loin chop, separable lean only, raw",6.88,0.0,20.0,142.0,77.0,other
"Lamb, New Zealand, imported, loin saddle, separable lean and fat, cooked, fast roasted",21.0,0.1,21.1,274.0,69.0,other
"Lamb, New Zealand, imported, loin saddle, separable lean and fat, raw",22.9,0.2,16.6,273.0,63.0,other
"Lamb, New Zealand, imported, loin saddle, separable lean only, cooked, fast roasted",6.7,0.0,25.5,162.0,76.0,other
"Lamb, New Zealand, imported, loin saddle, separable lean only, raw",5.32,0.0,20.9,131.0,75.0,other
"Lamb, New Zealand, imported, loin, boneless, separable lean and fat, cooked, fast roasted",4.57,0.0,29.0,157.0,57.0,other
"Lamb, New Zealand, imported, loin, boneless, separable lean and fat, raw",3.99,0.0,21.4,122.0,60.0,other
"Lamb, New Zealand, imported, loin, boneless, separable lean only, cooked, fast roasted",4.49,0.0,29.0,156.0,57.0,other
"Lamb, New Zealand, imported, loin, boneless, separable lean only, raw",3.77,0.0,21.5,120.0,60.0,other
"Lamb, New Zealand, imported, neck chops, separable lean and fat, cooked, braised",21.4,0.03,28.5,307.0,91.0,other
"Lamb, New Zealand, imported, neck chops, separable lean and fat, raw",17.9,0.14,17.4,231.0,73.0,other
"Lamb, New Zealand, imported, neck chops, separable lean only, cooked, braised",15.4,0.0,31.4,264.0,97.0,other
"Lamb, New Zealand, imported, neck chops, separable lean only, raw",7.97,0.0,19.8,151.0,81.0,other
"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, cooked, slow roasted",22.3,0.05,21.4,287.0,61.0,other
"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean and fat, raw",20.4,0.2,16.9,252.0,58.0,other
"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean only, cooked, slow roasted",10.9,0.0,25.1,199.0,65.0,other
"Lamb, New Zealand, imported, netted shoulder, rolled, boneless, separable lean only, raw",6.88,0.0,20.2,143.0,65.0,other
"Lamb, New Zealand, imported, rack - fully frenched, separable lean and fat, cooked, fast roasted",11.2,0.01,23.6,195.0,67.0,other
"Lamb, New Zealand, imported, rack - fully frenched, separable lean and fat, raw",9.96,0.05,19.9,169.0,62.0,other
"Lamb, New Zealand, imported, rack - fully frenched, separable lean only, cooked, fast roasted",8.38,0.0,24.4,173.0,67.0,other
"Lamb, New Zealand, imported, rack - fully frenched, separable lean only, raw",7.12,0.0,20.6,147.0,63.0,other
"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, cooked, fast roasted",18.3,0.04,22.1,253.0,69.0,other
"Lamb, New Zealand, imported, rack - partly frenched, separable lean and fat, raw",18.5,0.13,18.1,240.0,61.0,other
"Lamb, New Zealand, imported, rack - partly frenched, separable lean only, cooked, fast roasted",10.6,0.0,24.4,193.0,72.0,other
"Lamb, New Zealand, imported, rack - partly frenched, separable lean only, raw",8.61,0.0,20.6,160.0,67.0,other
"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, cooked, braised",23.9,0.05,26.8,322.0,57.0,other
"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean and fat, raw",22.8,0.23,17.0,275.0,71.0,other
"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, cooked, braised",14.6,0.0,31.1,255.0,59.0,other
"Lamb, New Zealand, imported, square-cut shoulder chops, separable lean only, raw",9.08,0.0,20.6,164.0,82.0,other
"Lamb, New Zealand, imported, square-cut shoulder, separable lean and fat, cooked, slow roasted",23.4,0.03,20.9,294.0,72.0,other
"Lamb, New Zealand, imported, square-cut shoulder, separable lean and fat, raw",22.9,0.24,16.2,272.0,64.0,other
"Lamb, New Zealand, imported, square-cut shoulder, separable lean only, cooked, slow roasted",10.1,0.0,25.1,192.0,80.0,other
"Lamb, New Zealand, imported, square-cut shoulder, separable lean only, raw",8.3,0.0,19.7,154.0,73.0,other
"Lamb, New Zealand, imported, subcutaneous fat, cooked",72.3,0.62,5.24,674.0,43.0,other
"Lamb, New Zealand, imported, subcutaneous fat, raw",76.2,0.55,3.87,703.0,28.0,other
"Lamb, New Zealand, imported, sweetbread, cooked, soaked and simmered",6.61,0.0,21.1,144.0,52.0,other
"Lamb, New Zealand, imported, sweetbread, raw",3.16,0.0,11.0,72.0,39.0,other
"Lamb, New Zealand, imported, tenderloin, separable lean and fat, cooked, fast fried",5.0,0.0,27.9,157.0,59.0,other
"Lamb, New Zealand, imported, tenderloin, separable lean and fat, raw",4.22,0.01,20.4,120.0,49.0,other
"Lamb, New Zealand, imported, tenderloin, separable lean only, cooked, fast fried",4.81,0.0,27.9,155.0,59.0,other
"Lamb, New Zealand, imported, tenderloin, separable lean only, raw",3.81,0.0,20.5,116.0,49.0,other
"Lamb, New Zealand, imported, testes, cooked, soaked and fried",4.56,0.0,21.0,125.0,118.0,other
"Lamb, New Zealand, imported, testes, raw",2.38,0.14,11.4,68.0,119.0,other
"Lamb, New Zealand, imported, tongue - swiss cut, cooked, soaked and simmered",22.0,0.86,17.5,272.0,52.0,other
"Lamb, New Zealand, imported, tongue - swiss cut, raw",18.6,0.0,14.3,225.0,77.0,other
"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, cooked, slow roasted",12.7,0.03,23.4,208.0,61.0,other
"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean and fat, raw",4.09,0.0,20.9,121.0,60.0,other
"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, cooked, slow roasted",6.44,0.0,25.3,159.0,62.0,other
"Lamb, New Zealand, imported, tunnel-boned leg, chump off, shank off, separable lean only, raw",4.09,0.0,20.9,121.0,60.0,other
"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",29.6,0.0,22.1,361.0,76.0,other
"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",29.8,0.0,21.1,359.0,73.0,other
"Lamb, rib, separable lean and fat, trimmed to 1/4"" fat, choice, raw",34.4,0.0,14.5,372.0,56.0,other
"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",26.8,0.0,23.1,340.0,77.0,other
"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",27.5,0.0,21.8,341.0,74.0,other
"Lamb, rib, separable lean and fat, trimmed to 1/8"" fat, choice, raw",30.7,0.0,15.3,342.0,58.0,other
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",13.0,0.0,27.7,235.0,85.0,other
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",13.3,0.0,26.2,232.0,81.0,other
"Lamb, rib, separable lean only, trimmed to 1/4"" fat, choice, raw",9.23,0.0,20.0,169.0,72.0,other
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",24.0,0.0,30.4,346.0,72.0,other
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",19.6,0.0,24.4,281.0,77.0,other
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",20.2,0.0,22.5,279.0,65.0,other
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4"" fat, choice, raw",20.9,0.0,16.8,260.0,60.0,other
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",22.6,0.0,31.1,337.0,72.0,other
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, raw",18.9,0.0,17.2,244.0,61.0,other
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, choice, roasted",18.8,0.0,22.9,267.0,65.0,other
"Lamb, shoulder, arm, separable lean and fat, trimmed to 1/8"" fat, cooked, broiled",18.0,0.0,24.9,269.0,78.0,other
"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",14.1,0.0,35.5,279.0,76.0,other
"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",9.02,0.0,27.7,200.0,82.0,other
"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",9.26,0.0,25.5,192.0,67.0,other
"Lamb, shoulder, arm, separable lean only, trimmed to 1/4"" fat, choice, raw",5.2,0.0,20.0,132.0,69.0,other
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, braised",24.7,0.0,28.5,345.0,75.0,other
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, broiled",19.9,0.0,23.1,278.0,82.0,other
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, cooked, roasted",20.6,0.0,22.2,281.0,66.0,other
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/4"" fat, choice, raw",20.9,0.0,16.6,259.0,62.0,other
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, braised",23.9,0.0,28.9,339.0,75.0,other
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, broiled",18.5,0.0,23.5,267.0,83.0,other
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, cooked, roasted",19.2,0.0,22.6,270.0,67.0,other
"Lamb, shoulder, blade, separable lean and fat, trimmed to 1/8"" fat, choice, raw",19.0,0.0,17.0,244.0,63.0,other
"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, braised",16.6,0.0,32.4,288.0,79.0,other
"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, broiled",11.3,0.0,25.5,211.0,88.0,other
"Lamb, shoulder, blade, separable lean only, trimmed to 1/4"" fat, choice, cooked, roasted",11.6,0.0,24.6,209.0,68.0,other
